ID,Item_type,Study_Title,Document_Reference,Author_1st,Author_2nd,Author_3rd,Author_4th,Author_5th,Author_6th,Publication_year,Country_application,Specific_Location_1,Specific_Location_2,MAR_Type_1,MAR_Type_2,MAR_Type_3,MAR_Type_4,Criteria_Group_1,Criteria_Group_2,Criteria_Group_3,Criteria_used_Original,Criteria_used_Modified,Criteria_weight,Subcriteria_Min_weight,Subcriteria_Max_weight,Standardized_criteria_weight(%),Criteria_importance_rank,Criteria_weights_assigment,Combination_rules,Constraint_mapping,Constraint_mapping_what,Sensitivity_Analysis,Water_Sorce,Main_objective,Groundwater_potential_zones
033,Journal Article,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",Tess. A. Russo,Andrew T. Fisher,Brian S. Lockwood,,,,2014,USA,"Pajaro Valley Groundwater Basin, California",,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,Aquifer storability,Aquifer storage capacity,16.3,1,1,16.3163163163163,1,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
033,Journal Article,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",Tess. A. Russo,Andrew T. Fisher,Brian S. Lockwood,,,,2014,USA,"Pajaro Valley Groundwater Basin, California",,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,Vadose zone thickness,Soil depth,16.3,1,1,16.3163163163163,1,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
033,Journal Article,Assessment of Managed Aquifer Recharge Site Suitability Using a GIS and Modeling,"Russo, 2014",Tess. A. Russo,Andrew T. Fisher,Brian S. Lockwood,,,,2014,USA,"Pajaro Valley Groundwater Basin, California",,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,Historical changes in water table elevation,Water table level fluctuation,6.5,1,1,6.50650650650651,4,Rating method,WLC,No,NA,No,Nonspecific,Nonspecific,No
034,Journal Article,"A GIS-based approach for identifying potential runoff harvesting sites in the Thukela River basin, South Africa","Winnaar, 2007",G. de Winnaar,G.P.W. Jewitt,M. Horan,,,,2007,South Africa,"Potshini, Thukela River Basin",,Rainwater-runoff harvesting,,,,Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,NA,NA,NA,NA,NA,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Agriculture,No
034,Journal Article,"A GIS-based approach for identifying potential runoff harvesting sites in the Thukela River basin, South Africa","Winnaar, 2007",G. de Winnaar,G.P.W. Jewitt,M. Horan,,,,2007,South Africa,"Potshini, Thukela River Basin",,Rainwater-runoff harvesting,,,,Technical criteria,Surface characteristics,Surface characteristics,Land use (use for SCS curve numbers),Land use/ land cover,NA,NA,NA,NA,NA,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Agriculture,No
034,Journal Article,"A GIS-based approach for identifying potential runoff harvesting sites in the Thukela River basin, South Africa","Winnaar, 2007",G. de Winnaar,G.P.W. Jewitt,M. Horan,,,,2007,South Africa,"Potshini, Thukela River Basin",,Rainwater-runoff harvesting,,,,Technical criteria,Surface characteristics,Surface characteristics,hydrological soil group (soil texture) (use for SCS curve numbers),Hydrological soils,NA,NA,NA,NA,NA,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Agriculture,No
034,Journal Article,"A GIS-based approach for identifying potential runoff harvesting sites in the Thukela River basin, South Africa","Winnaar, 2007",G. de Winnaar,G.P.W. Jewitt,M. Horan,,,,2007,South Africa,"Potshini, Thukela River Basin",,Rainwater-runoff harvesting,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Distance to homes,Distance to urban areas,NA,NA,NA,NA,NA,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Agriculture,No
034,Journal Article,"A GIS-based approach for identifying potential runoff harvesting sites in the Thukela River basin, South Africa","Winnaar, 2007",G. de Winnaar,G.P.W. Jewitt,M. Horan,,,,2007,South Africa,"Potshini, Thukela River Basin",,Rainwater-runoff harvesting,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Distance to crops,Distance to crops,NA,NA,NA,NA,NA,Ranking method,WLC,No,NA,No,Stormwater/surface runoff,Agriculture,No
035,Journal Article,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",S. Selvam,Farooq A. Dar,N. S. Magesh,C. Singaraja,S. Venkatramanan,S. Y. Chung,2016,India,Kovilpatti Taluk of Tamil Nadu,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Drainage density,Drainage density/Drainage intensity,4,2,9,13.0434782608696,4,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
035,Journal Article,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",S. Selvam,Farooq A. Dar,N. S. Magesh,C. Singaraja,S. Venkatramanan,S. Y. Chung,2016,India,Kovilpatti Taluk of Tamil Nadu,,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Geology,Geology / Lithology,10,1.5,8.5,30.7971014492754,1,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
035,Journal Article,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",S. Selvam,Farooq A. Dar,N. S. Magesh,C. Singaraja,S. Venkatramanan,S. Y. Chung,2016,India,Kovilpatti Taluk of Tamil Nadu,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,5,1,7.5,13.5869565217391,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
035,Journal Article,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",S. Selvam,Farooq A. Dar,N. S. Magesh,C. Singaraja,S. Venkatramanan,S. Y. Chung,2016,India,Kovilpatti Taluk of Tamil Nadu,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Soil texture,Hydrological soils,3,1,4.5,4.89130434782609,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
035,Journal Article,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",S. Selvam,Farooq A. Dar,N. S. Magesh,C. Singaraja,S. Venkatramanan,S. Y. Chung,2016,India,Kovilpatti Taluk of Tamil Nadu,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Land use,Land use/ land cover,8,1,8,23.1884057971014,2,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
035,Journal Article,"Application of remote sensing and GIS for delineating groundwater recharge potential zones of Kovilpatti Municipality, Tamil Nadu using IF technique","Selvam, 2016",S. Selvam,Farooq A. Dar,N. S. Magesh,C. Singaraja,S. Venkatramanan,S. Y. Chung,2016,India,Kovilpatti Taluk of Tamil Nadu,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Lineament density,Lineament density,4,1.5,10,14.4927536231884,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
036,Journal Article,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",S. Selvam,N. S. Magesh,S. Chidambaram,M. Rajamanickam,M. C. Sashikkumar,,2015,India,"Ottapidaram taluk of Tuticorin district, southern India",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Lineament density,Lineament density,4,2,10,15.2963671128107,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
036,Journal Article,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",S. Selvam,N. S. Magesh,S. Chidambaram,M. Rajamanickam,M. C. Sashikkumar,,2015,India,"Ottapidaram taluk of Tuticorin district, southern India",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Land use,Land use/ land cover,8,0.5,10,30.5927342256214,1,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
036,Journal Article,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",S. Selvam,N. S. Magesh,S. Chidambaram,M. Rajamanickam,M. C. Sashikkumar,,2015,India,"Ottapidaram taluk of Tuticorin district, southern India",,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Lithology,Geology / Lithology,8,1,8.5,26.0038240917782,2,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
036,Journal Article,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",S. Selvam,N. S. Magesh,S. Chidambaram,M. Rajamanickam,M. C. Sashikkumar,,2015,India,"Ottapidaram taluk of Tuticorin district, southern India",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Drainage density,Drainage density/Drainage intensity,3,2,8,9.17782026768642,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
036,Journal Article,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",S. Selvam,N. S. Magesh,S. Chidambaram,M. Rajamanickam,M. C. Sashikkumar,,2015,India,"Ottapidaram taluk of Tuticorin district, southern India",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,5,1,6.5,12.4282982791587,4,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
036,Journal Article,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",S. Selvam,N. S. Magesh,S. Chidambaram,M. Rajamanickam,M. C. Sashikkumar,,2015,India,"Ottapidaram taluk of Tuticorin district, southern India",,Unspecified,,,,Environmental criteria,Environmental criteria,Environmental criteria,Annual rainfall,Rainfall,3,0.5,4.5,5.16252390057361,6,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
036,Journal Article,"A GIS based identification of groundwater recharge potential zones using RS and IF technique: a case study in Ottapidaram taluk, Tuticorin district, Tamil Nadu","Selvam, 2015",S. Selvam,N. S. Magesh,S. Chidambaram,M. Rajamanickam,M. C. Sashikkumar,,2015,India,"Ottapidaram taluk of Tuticorin district, southern India",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Soil texture,Hydrological soils,1,0.5,3.5,1.33843212237094,7,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Industrial,Yes
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Lithology,Geology / Lithology,7,2,10,8.15850815850816,4,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Geomorphology,Geomorphology,6,1,8,5.59440559440559,5,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Land use/Land cover,Land use/ land cover,5,2,10,5.82750582750583,5,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Soil texture,Hydrological soils,4,4,10,4.66200466200466,6,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage capacity,Pre-monsoon depth to water table (aquifer),Groundwater level (Pre-monsoon),8,1,10,9.32400932400932,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage capacity,Post-monsoon depth to water table (aquifer),Groundwater level (Post-monsoon),8,1,10,9.32400932400932,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Aquifer characteristics,Water flow capacity,Transmissivity (aquifer),Aquifer transmissivity,9,1,10,10.4895104895105,2,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Aquifer characteristics,Water flow capacity,Permeability (aquifer),Aquifer permeability,10,1,10,11.6550116550117,1,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage capacity,Storability (aquifer),Aquifer storage capacity,8,1,10,9.32400932400932,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage capacity,Specific capacity (aquifer),Aquifer storage capacity,8,1,10,9.32400932400932,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Aquifer characteristics,Water flow capacity,Infiltration capacity (aquifer),Aquifer infiltration capacity,9,1,10,10.4895104895105,2,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,5,1,10,5.82750582750583,5,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
037,Journal Article,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",A. S. Jasrotia,R. Kumar,A. K. Saraf,,,,2007,India,"Jammu district, northern India",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Stream order number,Drainage order number,NA,NA,NA,NA,NA,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
038,Journal Article,Application of a GIS Multi-Criteria Decision Analysis for the Identification of Intrinsic Suitable Sites in Costa Rica for the Application of Managed Aquifer Recharge (MAR) through Spreading Methods,"Bonilla, 2016",José Pablo Bonilla Valverde,Clamens Blank,Mario Riodt,Lisa Scheneider,Catalin Stefan,,2016,Costa Rica,Costa Rica,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Hydrogeological aptitude,Hydrogeology,43,0,1,43,1,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff,Nonspecific,No
038,Journal Article,Application of a GIS Multi-Criteria Decision Analysis for the Identification of Intrinsic Suitable Sites in Costa Rica for the Application of Managed Aquifer Recharge (MAR) through Spreading Methods,"Bonilla, 2016",José Pablo Bonilla Valverde,Clamens Blank,Mario Riodt,Lisa Scheneider,Catalin Stefan,,2016,Costa Rica,Costa Rica,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Terrain slope,Slope,29,0,1,29,2,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff,Nonspecific,No
038,Journal Article,Application of a GIS Multi-Criteria Decision Analysis for the Identification of Intrinsic Suitable Sites in Costa Rica for the Application of Managed Aquifer Recharge (MAR) through Spreading Methods,"Bonilla, 2016",José Pablo Bonilla Valverde,Clamens Blank,Mario Riodt,Lisa Scheneider,Catalin Stefan,,2016,Costa Rica,Costa Rica,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Soil texture,Hydrological soils,21,0,1,21,3,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff,Nonspecific,No
038,Journal Article,Application of a GIS Multi-Criteria Decision Analysis for the Identification of Intrinsic Suitable Sites in Costa Rica for the Application of Managed Aquifer Recharge (MAR) through Spreading Methods,"Bonilla, 2016",José Pablo Bonilla Valverde,Clamens Blank,Mario Riodt,Lisa Scheneider,Catalin Stefan,,2016,Costa Rica,Costa Rica,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Drainage density,Drainage density/Drainage intensity,7,0,1,7,4,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff,Nonspecific,No
039,Journal Article,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",M. Azizur Rahman,Bernd Rusteberg,R.C. Gogu,J.P. Lobo Ferreira,Martin Sauter,,2012,Portugal,Algarve Region,Querenca-Silves aquifer,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Land use,Land use/ land cover,NA,NA,NA,NA,NA,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
039,Journal Article,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",M. Azizur Rahman,Bernd Rusteberg,R.C. Gogu,J.P. Lobo Ferreira,Martin Sauter,,2012,Portugal,Algarve Region,Querenca-Silves aquifer,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,0.1,0,1,10,4,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
039,Journal Article,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",M. Azizur Rahman,Bernd Rusteberg,R.C. Gogu,J.P. Lobo Ferreira,Martin Sauter,,2012,Portugal,Algarve Region,Querenca-Silves aquifer,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Soil infiltration rate,Hydrological soils,0.3,0,1,30,1,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
039,Journal Article,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",M. Azizur Rahman,Bernd Rusteberg,R.C. Gogu,J.P. Lobo Ferreira,Martin Sauter,,2012,Portugal,Algarve Region,Querenca-Silves aquifer,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Sub-surface impermeable layer thickness,Sub-surface impermeable layer thickness,NA,NA,NA,NA,NA,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
039,Journal Article,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",M. Azizur Rahman,Bernd Rusteberg,R.C. Gogu,J.P. Lobo Ferreira,Martin Sauter,,2012,Portugal,Algarve Region,Querenca-Silves aquifer,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,Groundwater depth,Groundwater level,0.2,0,1,20,3,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
039,Journal Article,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",M. Azizur Rahman,Bernd Rusteberg,R.C. Gogu,J.P. Lobo Ferreira,Martin Sauter,,2012,Portugal,Algarve Region,Querenca-Silves aquifer,Spreading methods,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Distance to groundwater pollution source,Distance to groundwater pollution source,NA,NA,NA,NA,NA,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
039,Journal Article,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",M. Azizur Rahman,Bernd Rusteberg,R.C. Gogu,J.P. Lobo Ferreira,Martin Sauter,,2012,Portugal,Algarve Region,Querenca-Silves aquifer,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,Aquifer thickness,Aquifer depth,0.05,0,1,5,5,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
039,Journal Article,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",M. Azizur Rahman,Bernd Rusteberg,R.C. Gogu,J.P. Lobo Ferreira,Martin Sauter,,2012,Portugal,Algarve Region,Querenca-Silves aquifer,Spreading methods,,,,Water quality,Groundwater quality,Groundwater quality,GW quality (chloride),Groundwater - Chloride,0.05,0,1,5,5,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
039,Journal Article,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",M. Azizur Rahman,Bernd Rusteberg,R.C. Gogu,J.P. Lobo Ferreira,Martin Sauter,,2012,Portugal,Algarve Region,Querenca-Silves aquifer,Spreading methods,,,,Water quality,Groundwater quality,Groundwater quality,GW quality (nitrate),Groundwater - Nitrates,0.05,0,1,5,5,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
039,Journal Article,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",M. Azizur Rahman,Bernd Rusteberg,R.C. Gogu,J.P. Lobo Ferreira,Martin Sauter,,2012,Portugal,Algarve Region,Querenca-Silves aquifer,Spreading methods,,,,Water quality,General,General,Residence time,Residence time,0.25,0,1,25,2,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
