ID,Study_Title,Document_Reference,Publication_year,Country_application,Spreading methods,Induced bank filtration,In-channel modifications,"Well, shaft, borehole recharge",Rainwater-runoff harvesting,Unspecified MAR type,Criteria_Group_1,Criteria_Group_2,Criteria_used_Original,Criteria_used_Modified,Criteria_weight,Criteria_importance_rank,Criteria_weights_assigment,Combination_rules,Constraint_mapping,Constraint_mapping_what,Sensitivity_Analysis,Water_Sorce
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Pre-monsoon depth to water table (aquifer),Groundwater level (Pre-monsoon),8,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Post-monsoon depth to water table (aquifer),Groundwater level (Post-monsoon),8,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Transmissivity (aquifer),Aquifer transmissivity,9,2,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Permeability (aquifer),Aquifer permeability,10,1,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Storability (aquifer),Aquifer storage capacity,8,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Specific capacity (aquifer),Aquifer storage capacity,8,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Infiltration capacity (aquifer),Aquifer infiltration capacity,9,2,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Slope,Slope,5,5,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
37,"Delineation of groundwater recharge sites using integrated remote sensing and GIS in Jammu district, India","Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Stream order number,Drainage order number,NA,NA,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff
38,Application of a GIS Multi-Criteria Decision Analysis for the Identification of Intrinsic Suitable Sites in Costa Rica for the Application of Managed Aquifer Recharge (MAR) through Spreading Methods,"Bonilla, 2016",2016,Costa Rica,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Hydrogeological aptitude,Hydrogeology,43,1,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff
38,Application of a GIS Multi-Criteria Decision Analysis for the Identification of Intrinsic Suitable Sites in Costa Rica for the Application of Managed Aquifer Recharge (MAR) through Spreading Methods,"Bonilla, 2016",2016,Costa Rica,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Terrain slope,Slope,29,2,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff
38,Application of a GIS Multi-Criteria Decision Analysis for the Identification of Intrinsic Suitable Sites in Costa Rica for the Application of Managed Aquifer Recharge (MAR) through Spreading Methods,"Bonilla, 2016",2016,Costa Rica,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Soil texture,Hydrological soils,21,3,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff
38,Application of a GIS Multi-Criteria Decision Analysis for the Identification of Intrinsic Suitable Sites in Costa Rica for the Application of Managed Aquifer Recharge (MAR) through Spreading Methods,"Bonilla, 2016",2016,Costa Rica,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Drainage density,Drainage density/Drainage intensity,7,4,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff
39,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Land use,Land use/ land cover,NA,NA,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water
39,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Slope,Slope,0.1,4,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water
39,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Soil infiltration rate,Hydrological soils,0.3,1,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water
39,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Sub-surface impermeable layer thickness,Sub-surface impermeable layer thickness,NA,NA,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water
39,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Groundwater depth,Groundwater level,0.2,3,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water
39,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,Management criteria,Socio-environmental impact,Distance to groundwater pollution source,Distance to groundwater pollution source,NA,NA,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water
39,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Aquifer thickness,Aquifer depth,0.05,5,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water
39,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,Water quality,Groundwater quality,GW quality (chloride),Groundwater - Chloride,0.05,5,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water
39,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,Water quality,Groundwater quality,GW quality (nitrate),Groundwater - Nitrates,0.05,5,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water
39,A new spatial multi-criteria decision support tool for site selection for implementation of managed aquifer recharge,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,Water quality,General,Residence time,Residence time,0.25,2,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water
40,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Slope,Slope,0.03,7,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater
40,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,Water quality,Groundwater quality,Groundwater flow zones,Groundwater flow zones,0.21,1,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater
40,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Land use,Land use/ land cover,NA,NA,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater
40,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Aquifer thickness,Aquifer depth,0.13,4,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater
40,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,Management criteria,Socio-environmental impact,Distance to lake,Distance from water bodies,0.05,6,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater
40,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Water table depth,Groundwater level,0.18,2,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater
40,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Soil infiltration capacity,Hydrological soils,0.09,5,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater
40,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,Water quality,Groundwater quality,GW quality (chloride),Groundwater - Chloride,0.14,3,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater
40,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,Water quality,Groundwater quality,GW quality (nitrate),Groundwater - Nitrates,0.14,3,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater
40,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,Management criteria,Economic criteria,Cost of effluent transfer,Cost of effluent transfer,0.03,7,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater
41,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Slope,Slope,0.175,1,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff
41,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Alluvium thickness,Alluvium thickness,0.149,2,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff
41,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Geology,Geology / Lithology,0.147,2,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff
41,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Morphology,Geomorphology,0.14,3,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff
41,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,Water quality,Surface water quality,Electrical conductivity,Surface water quality - Electrical conductivity,0.122,4,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff
41,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Land use,Land use/ land cover,0.077,5,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff
41,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Drainage density,Drainage density/Drainage intensity,0.078,5,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff
41,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Aquifer transmissivity,Aquifer transmissivity,0.065,6,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff
41,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Elevation,Elevation,0.048,7,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff
42,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,Management criteria,Economic criteria,Water transfer cost from WWTP to infiltration sites,Cost of effluent transfer,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater
42,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,Management criteria,Economic criteria,Distance from water supply sources,Distance between water supply sources and MAR site,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater
42,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,Management criteria,Socio-environmental impact,Urban agglomerations,"presence of water bodies, settlements or forests",NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater
42,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,Management criteria,Socio-environmental impact,Natural ecological reserves,Natural ecological reserves,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater
42,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Land use,Land use/ land cover,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater
42,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Slope,Slope,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater
42,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Soil texture,Hydrological soils,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater
42,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Type of soil,Soil type,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater
42,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Aquifer depth,Aquifer depth,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater
42,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,Management criteria,Economic criteria,Roads,Distance to roads,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater
